record_key,title,abstract,authors,publication_year,publication_date,venue,doi,url,type,cited_by_count,source_database,query_id,original_record_id,retrieved_at,is_preprint,arxiv_id,formal_doi,screening_status,screening_label,screening_confidence,screening_reason
doi:10.1038/s41598-026-69728-4,BERTRAG as a BERT-enhanced retrieval-augmented generation framework for preserving Awori and Ogu indigenous knowledge,"Indigenous cultural knowledge is frequently distributed across heterogeneous and low-resource sources, including oral histories, archival records, ritual texts, community narratives, and locally produced documents. Such knowledge is often context-dependent and governed by community protocols, making it susceptible to distortion, hallucination, and loss of contextual meaning when processed using generic large language models (LLMs). This study presents BERTRAG, a BERT-enhanced Retrieval-Augmented Generation (RAG) framework for supporting the preservation and responsible use of indigenous knowledge, evaluated through a case study of the Awori and Ogu communities of Lagos, Nigeria. BERTRAG integrates a community-curated, governance-aware corpus, domain-adapted BERT embeddings for culturally informed semantic retrieval, and retrieval-conditioned generation with explicit provenance and abstention constraints to promote evidence-grounded responses and reduce hallucination. Empirical evaluation demonstrates that domain-adapted retrieval improves Recall@10 from 0.61 for BM25, 0.68 for generic BERT, and 0.72 for the contemporary E5-base-v2 dense embedding baseline to 0.77 for BERTRAG. Retrieval-grounded generation achieves a faithfulness score of 91.3% and reduces the hallucination rate from 35.8% for the LLM-only baseline to 8.7% for BERTRAG. Expert evaluation further demonstrates improved cultural fidelity, with mean overall fidelity scores of 3.0 for the LLM-only baseline and 3.9 for the Retrieval + Extractive QA baseline, compared with 4.6 for BERTRAG on a five-point Likert scale. The framework also exhibits calibrated abstention behavior under low-evidence conditions, supporting cautious responses when reliable supporting evidence is unavailable. Within the scope of the Awori and Ogu case study, these findings indicate that combining domain-adapted retrieval, provenance-aware generation, explicit abstention, and culturally informed evaluation can improve the reliability and cultural appropriateness of RAG for indigenous knowledge question answering. The proposed framework offers a candidate methodological approach for culturally governed, low-resource knowledge domains, although its applicability beyond the communities studied remains to be established through future empirical evaluation.",Olusola Olabanjo; Ashiribo Wusu; Oseni Afisi,2026,2026-09-16,Scientific Reports,10.1038/s41598-026-69728-4,https://doi.org/10.1038/s41598-026-69728-4,article,0,OpenAlex,Q3.v2,https://openalex.org/W7213342260,2026-09-22T06:32:32+00:00,0,,10.1038/s41598-026-69728-4,,,,
doi:10.70267/aitia.2026370377,Mitigating Hallucinations in Natural Language Generation through Prompt Engineering: A Mechanism- Oriented Narrative Review,"Large language models (LLMs) can generate fluent and confident responses that are factually incorrect, unsupported by evidence, or inconsistent with the source material. These hallucinations reduce the reliability of LLM-based question answering, summariza tion, dialogue, and information retrieval systems, especially when users rely on generated content for consequential decisions. This narrative review examines prompt engineering as a practical inference-time approach for reducing hallucinations without mod ifying model parameters. Instead of listing individual prompting templates, the paper organizes existing methods according to five functional mechanisms: constraint and evidence grounding, decomposition and verification, multi-path consistency, iterative refinement and tool use, and retrieval-augmented prompting. For each mechanism, the review discusses the hallucination types it is most likely to address, the assumptions required for success, and the conditions under which it may fail. Particular attention is given to Chain-of-Verification (CoVE), which improves auditability by separating answer generation from targeted checking, but remains vulnerable when verification is performed by the same model without independent evidence. The review argues that prom pt engineering should be understood as process-level risk reduction rather than a complete solution. Its strongest use is within evidence-centered system designs that combine retrieval, claim-level verification, calibrated abstention, provenance display, and human review in high-risk contexts.",Jiani Lin,2026,2026-09-13,Exploring Science Academic Conference Series,10.70267/aitia.2026370377,https://doi.org/10.70267/aitia.2026370377,review,0,OpenAlex,Q3.v2,https://openalex.org/W7212458627,2026-09-22T06:32:32+00:00,0,,10.70267/aitia.2026370377,,,,
doi:10.32388/7hxkqe.2,In RAG We Trust? Measuring Robustness of Retrieval-Augmented Generation Under Document Poisoning,"Retrieval-augmented generation (RAG) grounds a language model in retrieved documents, which reduces hallucination but creates a new attack surface: if retrieved text is tampered with, the model may repeat the falsehood. We study how much a small quantized model, Llama 3.1 8B, degrades when a fraction of its retrieved context is poisoned. Three corruption strategies are tested, entity swap, number swap, and negation, each applied to zero, one, two, or three of the three retrieved passages, over a factorial sweep of 588 runs on a fact-checking task built from FEVER. Accuracy falls from 77.9% on clean context to 43.5% when all three passages are corrupted. Entity swap flips the largest share of answers that were correct on clean context. Number-based corruption stays flat while poisoned passages are a minority and jumps once they form a majority, a pattern we re-check with query-level bootstrap intervals. The model rarely invents new falsehoods; its dominant reaction is to abstain, and a lexical overlap proxy of unsupported generation falls under attack rather than rising. The study is a small-scale measurement with coarse automated labels; we treat the strategy contrasts as suggestive until decoding is controlled and stronger adjudication is in place.",Iliano Fasolino,2026,2026-09-10,Qeios,10.32388/7hxkqe.2,https://doi.org/10.32388/7hxkqe.2,preprint,0,OpenAlex;arXiv,Q3.A2;Q3.v2,https://openalex.org/W7167926735,2026-09-22T06:32:32+00:00,0,2609.09243,10.32388/7hxkqe.2,,,,
doi:10.3389/frai.2026.1962295,Editorial: Advanced integration of large language models for autonomous systems and critical decision support,"Advanced Integration of Large Language Models for Autonomous Systems and Critical Decision SupportLarge language models (LLMs) have shown transformative potential in autonomous systems and critical decision-making, yet standalone models remain limited in robustness, reliability, and safety assurance when deployed in high-stakes environments. This Research Topic began from the premise that such limitations are better addressed by structured integration of multiple specialized models than by scaling any single one (Guo et al., 2024). We invited work on multi-LLM integration for perception, navigation, and decision-making in robots, drones, and vehicles; on human-robot collaboration; on high-stakes decision support; on verification, uncertainty quantification, and safety assurance; and on real-time adaptation.Seven contributions were accepted, spanning agent generation, orchestration, perception, query translation, automated machine learning, intrusion detection, and governance.Deployment in these settings changes the central question. Performance can no longer be judged by fluency or task accuracy alone; it must also be assessed through grounding, reproducibility, latency, calibration, failure containment, human oversight, and auditability. Across domains, the contributions converge on a common conclusion: dependable autonomy is principally a systems-engineering problem.Reliability emerges not from trusting a single model, but from structuring how models are composed, constrained, checked, and connected to action.Perera et al. challenge the fixed-team assumption of many multi-agent systems. Their Initial Automatic and Dynamic Real-Time Agent Generation mechanisms create specialized agents from evolving conversational context. In the evaluated medical scenario, dynamic generation improved coverage, lexical diversity, and thematic relevance over a static AutoGen configuration, treating system composition itself as an adaptive variable. The same move from fixed programs toward prompt-defined behavior appears in LLM-driven swarm simulations (Jimenez-Romero et al., 2025).1 de Zarz à et al.Zhou and Chan address the complementary problem of reproducibility. Their orchestrator, ORCH, 27 decomposes a problem, gathers analyses from heterogeneous models, and merges them through a 28 deterministic protocol; an optional exponential moving average module adapts routing from historical 29 feedback. Gains are strongest on harder reasoning tasks, but entail substantial latency and cost. Taken 30 together, these studies show that adaptation and determinism are not opposites: agent membership and 31 routing may while interfaces, rules, and aggregation procedures remain explicit and 32 auditable, as in ensemble-and-arbiter designs where inter-model disagreement is measured and routed to 33 human review (Lipianina-Honcharenko et al., 2026). Calboreanu makes the architectural argument most explicit. LATTICE separates planning, execution, and 58 governance so that no component both decides an action and judges compliance; it applies policy-as-code 59 through gated execution, escalates uncertain cases to human operators, and preserves provenance through The next phase should connect these principles into end-to-end assurance cases. It requires interoperable 78 agent-tool contracts, benchmarks covering distribution shift and adversarial faults (Radanliev et al., 2026), 79 selective autonomy with tested fallback behavior, and human-centered studies of explanation and escalation.The central lesson is measured but consequential: LLMs become suitable for autonomous systems and 81 critical decision support not as self-sufficient decision makers, but when embedded within architectures that 82 make uncertainty visible, constrain action, preserve accountability, and retain meaningful human control 83 (Santoni de Sio and van den Hoven, 2018).We thank all contributing authors, reviewers, and the Frontiers editorial team for advancing this 85 interdisciplinary discussion.",I. de Zarzà; J. de Curtò; Carlos T. Calafate,2026,2026-09-07,Frontiers in Artificial Intelligence,10.3389/frai.2026.1962295,https://doi.org/10.3389/frai.2026.1962295,editorial,0,OpenAlex,Q3.v2,https://openalex.org/W7211910719,2026-09-22T06:32:32+00:00,0,,10.3389/frai.2026.1962295,,,,
arxiv:2609.07395,"Uncertainty Quantification for LLM Agents: A Taxonomy, an Evaluation Protocol, and an Empirical Study","Large language models (LLMs) are no longer deployed only for single-turn conversation but increasingly act as agents that plan, call tools, retrieve evidence, maintain memory, and interact over long horizons, often together with other agents through multi-turn conversations. Therefore, knowing when to trust the agentic system is a prerequisite for safe deployment. However, existing work on quantifying uncertainty for LLMs was built almost entirely for single-turn question answering. This paper argues that errors and uncertainty arise from multi-turn conversations, environments, and tools rather than from a single-turn question answering setting. It comes late, however, and is compounded in a single score that is too coarse to represent the unreliability. We organize the literature with a three-axis taxonomy, (1) what the uncertainty is, (2) how it is estimated, and (3) where uncertainty arises during an agent pipeline. We investigate step-level and trajectory-level calibration and show with a simple counterexample that the first does not imply the second. Experiments on real agent traces across four models and up to a 50-step budget show that the proposed metric and reporting protocol (Trajectory-Checkpoint Expected Calibration Error, TC-ECE) can be computed and that step errors are coupled along a trajectory. We find that confidence estimates from the agent's own responses do not consistently outperform a simple baseline. The experiments also show that averaging all trajectories together can hide overconfidence at later stages, which becomes visible when results are analyzed across different horizons. In simpler terms, this paper identifies where the uncertainty comes from in the agentic system pipeline, how to teach agents to know when they are wrong, and why one confidence number is not enough.",Moule Lin; Qizhen Lan; Shuhao Guan; Weipeng Jing; Jiexin Fan; David Gregg; Goetz Botterweck,2026,2026-09-07,arXiv (Cornell University),10.48550/arxiv.2609.07395,https://arxiv.org/abs/2609.07395,preprint,0,OpenAlex,Q3.v2,https://openalex.org/W7212081179,2026-09-22T06:32:32+00:00,1,2609.07395,,,,,
arxiv:2609.18862,CASHEWS: Source Preprocessor for LLM-based Malicious Package Detection,"Malicious npm package detection tools now leverage LLMs' semantic understanding of source code to detect malicious intent at scale. This capability has proven invaluable in identifying packages involved in recent supply-chain attacks such as Shai-Hulud. However, threat actors exploit the limited context windows of LLMs through JavaScript techniques such as code obfuscation that yields high token density and bundling malicious code with benign packages, causing detectors to skip large files or miss malicious behavior. This creates an attack surface for evading detection. In this paper, we present CASHEWS, a JavaScript preprocessor that reduces file size by rewriting source code to remove code that is irrelevant to analysis or likely to mislead the model. Given a package source file, CASHEWS deobfuscates it through iterative decoding, extracts bundled modules and dynamically executed code, identifies malicious sinks and computes backward slices that reach them, and abbreviates long literals and identifiers to produce a compact representation for the detector. Across 512 large package files, two scanner types, and three LLMs, CASHEWS increases analysis coverage from 69.1--85.7% to 98.8--100% and reduces the false-negative rate by up to 18.6 percentage points. CASHEWS also has a median preprocessing time of 30 seconds while reducing net analysis cost by 34.6%, making registry-wide LLM-based analysis more practical. By preprocessing source code before analysis, CASHEWS enables researchers and industry practitioners to use more powerful models for malicious package detection at the same or lower analysis cost as less powerful models.",Jean-Charles Noirot Ferrand; David Adei; Anders Møller; Alexandros Kapravelos,2026,2026-09-16,arXiv (Cornell University),10.48550/arxiv.2609.18862,https://arxiv.org/abs/2609.18862,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7213504452,2026-09-22T06:32:36+00:00,1,2609.18862,,,,,
doi:10.1145/3846196,VulWeaver : Weaving Broken Semantics for Grounded Vulnerability Detection,"Detecting vulnerabilities in source code remains critical yet challenging, as conventional static analysis tools construct inaccurate program representations, while existing LLM-based approaches often miss essential vulnerability context and lack grounded reasoning. In this paper, we introduce VulWeaver, a novel LLM-based approach that weaves broken program semantics into accurate representations and extracts holistic vulnerability context for grounded vulnerability detection. VulWeaver first constructs an enhanced unified dependency graph (UDG) by integrating deterministic rules with LLMbased semantic inference to address static analysis inaccuracies. It then extracts holistic vulnerability context by combining explicit contexts from program slicing with implicit contexts, including usage, definition, and declaration information. Finally, VulWeaver employs meta-prompting with vulnerability type specific expert guidelines to steer LLMs through systematic reasoning, aggregated via majority voting for robustness. Extensive experiments on PrimeVul 4J dataset show that VulWeaver achieves a precision of 0.82, recall of 0.71, and F1-score of 0.76, outperforming state-of-the-art learning-based, LLM-based, and agent-based baselines by 25%, 17%, and 21% in F1-score, respectively. Notably, VulWeaver attains a VP-S score of 0.58, 164% higher than the best baseline, confirming its strong discriminative power in distinguishing vulnerable code from patched counterparts. VulWeaver also demonstrates cross-language generalizability on the C/C++ PrimeVul dataset with minimal adaptation, achieving an F1-score of 0.78. For practical usefulness, VulWeaver detected 26 true vulnerabilities across 9 real-world Java projects, with 15 confirmed by developers and 5 CVE identifiers assigned. In industrial deployment, VulWeaver identified 40 confirmed vulnerabilities in an internal repository.",Yuhua Cao; Yihao Chen; Xin Hu; Bihuan Chen; Jiayi Deng; Zhuotong Zhou; Susheng Wu; Yiheng Huang; Xueying Du; Xingman Chen; Miaohua Li; Xin Peng,2026,2026-09-15,ACM Transactions on Software Engineering and Methodology,10.1145/3846196,https://doi.org/10.1145/3846196,article,0,OpenAlex,Q3.v3,https://openalex.org/W7213306442,2026-09-22T06:32:36+00:00,0,,10.1145/3846196,,,,
doi:10.70267/aitia.2026300307,AI-Assisted Software Testing: Opportunities and Challenges,"Software testing has played an important role in checking software reliability, security, and quality. However, testing has remained one of the most costly and time-consuming parts of the software development life cycle, especially as modern systems have b ecome larger and more frequently updated. Traditional manual testing depends on human experience, while automated testing still requires testers to write and maintain many test scripts. This paper reviewed the opportunities and challenges of AI-assisted software testing based on selected academic studies, technical reports, and industry examples. The review found that AI techniques, such as machine learning, search-based optimization, fuzzing, and large language models, can support testing tasks such as test generation, defect prediction, code analysis, test prioritization, and debugging. These applications may reduce manual effort, improve test coverage, and help teams identify risky components earlier. At the same time, the review identified several challenges, including limited data quality, weak generalization across projects, low interpretability, false positives, integration difficulties, and risks related to LLM outputs. The paper argues that AI is unlikely to fully replace human testers in the near future. Instead, AI should be used as an assistant that supports human judgment in software quality assurance.",Mingyang Peng,2026,2026-09-13,Exploring Science Academic Conference Series,10.70267/aitia.2026300307,https://doi.org/10.70267/aitia.2026300307,conference-paper,0,OpenAlex,Q3.v3,https://openalex.org/W7212422475,2026-09-22T06:32:36+00:00,0,,10.70267/aitia.2026300307,,,,
doi:10.21203/rs.3.rs-10911223/v1,Authorization Assurance for Tool-Using LLM Agents: A Structured Review of Enforcement Semantics and Effect-Level Security Evidence,,Mohamed Abbas Elmasry,2026,2026-09-13,Research Square,10.21203/rs.3.rs-10911223/v1,https://doi.org/10.21203/rs.3.rs-10911223/v1,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7212428651,2026-09-22T06:32:36+00:00,0,,10.21203/rs.3.rs-10911223/v1,,,,
arxiv:2609.14079,SkillSecurer: Detecting and Patching Prompt-Injection Vulnerabilities in AI Agent Skills,"Agent skills extend AI agents with reusable instructions, scripts, and configuration, but are also open to new attacks to influence an agent's decisions and actions. To address these risks, we present SkillSecurer, a fully agentic framework for generating, detecting, localising, and remediating security risks in agent skills. Its red agent generates context-compatible injections across nine threat types while recording the exact modification; its blue agent analyses complete skill packages, produces grounded evidence, and proposes patches. For controlled instances, a verifier compares findings and patches with the recorded injection, enabling injection-level evaluation. We thoroughly evaluate SkillSecurer by selecting the best backend LLM, comparing it with competitors, and manually cross-validating each evaluation stage. With its best performing backend, SkillSecurer is the only scanner to achieve a 100% injection detection rate. Next, we analyse popular skills from skills.sh, finding latent vulnerabilities in more than 17% of the skills examined. Testing some of those skills, we trigger actual incidents, showing the risks of running unverified skills. Our results show that context-aware LLM analysis can provide reliable injection localisation and actionable remediation beyond skill-level flagging alone.",Donato Mecca; Alberto Verna; Youness Bouchari; Nikhil Jha; Marco Mellia,2026,2026-09-12,arXiv (Cornell University),,https://arxiv.org/abs/2609.14079,preprint,0,OpenAlex;arXiv,Q3.A1;Q3.v3,https://openalex.org/W7213372777,2026-09-22T06:32:36+00:00,1,2609.14079,,,,,
title:80fb97c4f9229bc8a59e6d26be5f1ee640dcd353,Exploring Automated Vulnerability Identification in JavaScript Code Using Large Language Models,"JavaScript powers approximately 98.8% of all websites, making vulnerabilities in its code a significant security risk, yet existing detection approaches such as Static Application Security Testing (SAST) tools often fail to identify many real-world vulnerabilities when applied to isolated code snippets. This paper presents an empirical study of Large Language Model (LLM)-based vulnerability identification for JavaScript programs, evaluating three LLM families (Gemini 1.5 Flash, GPT-4o Mini, DeepSeek-R1-Distill-Llama-8B) across multiple prompting strategies (zero-shot, chain-of-thought, few-shot) and fine-tuning approaches on a dataset of 1,125 JavaScript code snippets spanning five Common Weakness Enumeration (CWE) categories: Injection (CWE-74), OS Command Injection (CWE-78), Cross-Site Scripting (CWE-79), SQL Injection (CWE-89), and Uncontrolled Resource Consumption (CWE-400). Our experiments show that LLMs substantially outperform traditional SAST tools on snippet-level vulnerability identification, with a fine-tuned Gemini 1.5 Flash model achieving 60% detection accuracy compared to near-zero performance from rule-based analyzers. We find that fine-tuning improves accuracy from 29% to 60%, Chain-of-Thought prompting benefits reasoning-capable models such as GPT-4o Mini, few-shot prompting is effective for polymorphic vulnerabilities such as Cross-Site Scripting, and performance varies across vulnerability categories, reaching up to 84% accuracy for structured vulnerabilities such as SQL Injection. These results indicate that LLMs provide a practical approach for automated vulnerability identification in JavaScript code, particularly when combined with task-aligned supervision, though they should complement rather than replace existing security analysis workflows due to limited recall and uneven performance across vulnerability types.",Manit Kaushik; Ishir Bhardwaj; Pranav Gupta; Pankaj Jalote; Arun Balaji Buduru,2026,2026-09-12,arXiv (Cornell University),,https://arxiv.org/abs/2609.13816,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7213373141,2026-09-22T06:32:36+00:00,1,,,,,,
title:0472ce763d6ce9a2241de06670367343a74c6851,"Same Name, Different Server: A Security Census of Silent Drift in the Model Context Protocol Ecosystem","The Model Context Protocol (MCP) has become the common interface through which large language model applications reach external tools, and its public registry now distributes thousands of community-built servers with little of the vetting infrastructure that mature package ecosystems have accumulated. This paper reports a census of that ecosystem. We harvested the full public MCP registry (21,643 servers, 72,606 version records, August 2026 snapshot), fetched source code for 14,353 servers, and applied a pattern-based scanner covering an eight-class threat catalogue whose accuracy we measured against 414 hand-labeled findings. Observed prevalence is dominated by unauthenticated network exposure (9.57% of scanned servers); after correcting each class by its measured precision, 11.14% observed high-severity prevalence reduces to roughly 7.6%. The central finding concerns instability rather than any single weakness: 51.1% of multi-version servers changed what they advertise between versions, 40.6% did so silently, and 4.2% redirected their remote endpoint to a different host while keeping their registry identity, a change the protocol never surfaces to installed clients. Silent drift is associated with nearly threefold higher odds of a high-severity finding (OR = 2.96, 95% CI [2.56, 3.42]). Popularity offers only weak protection (OR = 0.78 per unit of log stars), so star counts are a poor proxy for safety. We derive concrete recommendations for registry design, client-side pinning, and scanner triage, and release an anonymized artifact.",Obada Kraishan,2026,2026-09-12,arXiv (Cornell University),,https://arxiv.org/abs/2609.14119,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7213373457,2026-09-22T06:32:36+00:00,1,,,,,,
title:d213ed083aa6392aac6f43b21d050f2e30055235,An Empirical Security Analysis of Open-Source Software Used in Onboard Satellite Systems,"The use of open-source software (OSS) in satellite flight systems is increasing as missions adopt reusable frameworks, shared libraries, and community-maintained components. While this accelerates development, it also introduces software-security risks into systems where patching is costly and failures may affect mission operations. This paper presents an empirical security study of OSS used in onboard satellite systems. We analyze 126 public repositories using a pipeline that combines software bill of materials generation, software composition analysis, static application security testing, infrastructure-as-code analysis, and secret scanning. After rule-based cleaning, onboard-scope filtering, and fingerprint-based deduplication, the pipeline produced a final dataset of 2,827 findings. The results show that security findings are widespread but unevenly distributed. Medium-severity findings account for 49% of the dataset, and 72% are classified as medium severity or higher. A Common Weakness Enumeration (CWE)-based taxonomy assigns all findings to eight weakness families. Memory Safety and Code Quality dominate the dataset, followed by Input Validation and Injection. Most findings occur in project-developed code, accounting for 81.4% of the dataset, while external dependency code remains a relevant source of findings. While these findings do not establish mission-specific exploitability, they provide an empirical characterization of recurring security patterns across the open-source onboard satellite software ecosystem, helping quantify their prevalence and prioritize areas that warrant the greatest security attention.",Roee Idan; Tomer Cohen Galor; Asaf Shabtai; Yuval Elovici,2026,2026-09-14,arXiv (Cornell University),,https://arxiv.org/abs/2609.15425,preprint,0,OpenAlex,Q4.v1,https://openalex.org/W7213371107,2026-09-22T06:32:39+00:00,1,,,,,,
doi:10.56201/ijcsmt.vol.12.no2.2026.pg205.216,On-Premise CodeBERT-Driven Model for Vulnerability Detection in Source Code,"Security vulnerabilities in software systems remain a major concern in modern computing, especially as applications grow in complexity and are increasingly integrated into critical infrastructures. Traditional vulnerability detection methods such as static code analysis tools and manual inspection face limitations in accuracy, scalability, and privacy preservation, since they often rely on cloud-based solutions that expose sensitive source code. This paper presents an on premise Artificial Intelligence (AI)-based model for vulnerability detection in source code, designed to ensure there is efficiency in identifying potential weaknesses. The system employs a fine-tuned CodeBERT model, which leverages transformer-based natural language processing techniques to learn semantic patterns in source code. By deploying the model locally within a Dockerized environment, the solution ensures that source code remains entirely under organizational control, eliminating reliance on external servers. The methodology integrates real time scanning for multiple programming languages (Python, Java, and JavaScript), a web-based upload interface, and a core detection algorithm capable of classifying vulnerabilities based on learned patterns. Evaluation results demonstrate strong detection performance, with an average score of 92% for accuracy, precision, recall and F1-score respectively. The findings highlight the potential of on-premise AI-based systems to revolutionize vulnerability detection by combining accuracy and scalability.",D.J.S. Sako,2026,2026-09-17,INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND MATHEMATICAL THEORY E-ISSN,10.56201/ijcsmt.vol.12.no2.2026.pg205.216,https://doi.org/10.56201/ijcsmt.vol.12.no2.2026.pg205.216,article,0,OpenAlex,Q5.v2;Q7.v3,https://openalex.org/W7213450587,2026-09-22T06:33:53+00:00,0,,10.56201/ijcsmt.vol.12.no2.2026.pg205.216,,,,
title:d3537687a3c4dba684309e939f5bdb4286b9ad72,Vulnerability Localization Benchmark: Measuring Agentic Security Analysis at Repository Scale,"Language-model agents increasingly operate over complete software repositories, yet cybersecurity evaluations primarily measure whether they can detect, reproduce, or repair vulnerabilities rather than whether they can locate the relevant code. We study vulnerability localization: given a weakness class and an unfamiliar repository, identify the implementation files associated with that weakness. We introduce the Vulnerability Localization Benchmark (VLoc Bench), comprising 500 real world vulnerabilities from 290 repositories across six package ecosystems and 147 CWE categories. Each task pairs repository snapshots immediately before and after a security fix. On the vulnerable snapshot, an agent receives only the CWE description and read-only terminal access and must return the affected files; on the patched snapshot, it must determine that the recorded vulnerability is no longer present. We evaluate 27 language models and four static-analysis tools under a common agent interface. Repository-scale vulnerability localization remains difficult: the strongest system achieves 0.229 File F1, and 38.4% of tasks receive no correct localization from any evaluated model. We further find that stronger localization does not imply reliable behavior after remediation: systems that identify vulnerable files effectively can still report unsupported locations on patched repositories. These results establish vulnerability localization as a distinct repository-scale capability and provide a setting for studying both how security agents search for vulnerable code and when they should refrain from reporting it.",Aman Priyanshu; Supriti Vijay; Kimia Majd; Xuhong He; Fraser Burch; Takahiro Matsumoto; Jianliang He; Baturay Sağlam; Arthur Goldblatt; Zhuoran Yang; Amin Karbasi,2026,2026-09-14,arXiv (Cornell University),,https://arxiv.org/abs/2609.15939,preprint,0,OpenAlex,Q6.v2,https://openalex.org/W7213373415,2026-09-22T06:38:39+00:00,1,,,,,,
doi:10.1016/j.adhoc.2026.104410,"Privacy-preserving techniques in UAV networks: A systematic literature review of methods, tools, and future directions","In recent years, the extensive use of Unmanned Aerial Vehicles (UAVs), commonly referred to as drones, has raised significant privacy and security concerns, motivating substantial research into Privacy-Preserving Techniques (PPTs). Although many studies have explored this area, existing surveys remain limited in scope, often focusing on specific techniques and rarely offering a clear overview and critical discussion of practical simulation tools. This paper presents a Systematic Literature Review (SLR) of 84 studies to address these gaps. It offers a structured analysis of major PPTs, including Federated Learning (FL), cryptographic methods, blockchain-based approaches, hardware-based solutions, and hybrid approaches. For each technique, the paper examines its core principles and the security and privacy challenges it aims to mitigate, alongside a comparative assessment of strengths and limitations in addressing issues such as communication interception, data leakage, scalability, and resource constraints. In addition, commonly used datasets and simulation tools for evaluating these techniques are reviewed, offering insights into their practical performance. Key challenges are identified, including high computational and energy demands, communication and scalability bottlenecks, data quality limitations, privacy trade-offs, the complexity of managing heterogeneous UAV systems, and the lack of real-world deployment studies across diverse operational scenarios. Finally, clear research directions are outlined, emphasizing the need for lightweight and asynchronous protocols, hybrid privacy-preserving architectures, holistic security frameworks, and, most importantly, improved real-world testing.",Faiza Babar; Mohammed; id_orcid 0000-0002-8802-487X Al-Mhiqani; Saad; id_orcid 0000-0001-8613-8200 Khan,2026,2026-09-09,Ad Hoc Networks,10.1016/j.adhoc.2026.104410,https://doi.org/10.1016/j.adhoc.2026.104410,review,0,OpenAlex,Q6.v3,https://openalex.org/W7208802892,2026-09-22T06:39:13+00:00,0,,10.1016/j.adhoc.2026.104410,,,,
arxiv:2609.23218,SoK: From Finding to Deployment: Systematizing the OS Kernel Bug Lifecycle,"Automated kernel bug discovery has advanced rapidly. Continuous fuzzing and static analysis systems, such as syzbot, now expose Linux kernel bugs at a scale that downstream processes struggle to absorb. Yet a crash report is only the beginning. Before a bug is eliminated, it must be triaged, understood, patched, validated, reviewed, integrated, and often backported. These later stages remain far less automated, creating a persistent gap between bug discovery and patch deployment. This SoK systematizes the Linux kernel bug lifecycle from discovery to deployment. We organize prior work and production systems into five stages: discovery, triage, patch generation, patch validation, and integration. We explain the resulting automation gradient through kernel-specific challenges such as concurrency, implicit invariants, cross-syscall state, hardware dependence, lack of fault isolation, and architecture/configuration multiplicity. We further ground the analysis in a measurement of real syzbot-fixed bugs. The data shows that the crash-to-patch gap is not merely a backlog of unfixed reports but a structural failure mode of the repair pipeline: even after being fixed, bugs often remain open for weeks, require review-driven patch revisions, or lack reproducers that current repair and validation systems assume. This exposes a mismatch between where kernel-security automation is mature and where bug closure actually breaks down. These findings expose a deeper mismatch: today's repair and validation techniques often assume reliable reproducers, localized root causes, and checkable correctness oracles, yet these are precisely the artifacts missing from many real kernel bug reports. Closing the crash-to-patch gap, therefore, requires treating such artifacts as outputs to be produced, not prerequisites to be assumed.",Luyao bai; Gengda She; Kenan Alghythee; Hang Zhang; Xiaoguang Wang,2026,2026-09-19,arXiv,,http://arxiv.org/abs/2609.23218v1,preprint,0,arXiv,Q1.A1,2609.23218,2026-09-22T06:40:20+00:00,1,2609.23218,,,,,
arxiv:2609.19900,Delphi Scanner: efficient and interpretable static malware detection via API sequence modeling,"Static malware detection for Windows Portable Executable files demands a careful balance between detection effectiveness, computational efficiency, and analytical interpretability. This paper introduces Delphi Scanner, a static malware detection system for Windows PE files that balances efficiency with behavioral interpretation. It uses a convolutional neural network (CNN) to model Windows API sequences to classify PE and a decoupled interpretation layer based on a rule-based layer to categorize APIs into high-level malicious capabilities. Evaluated on over 190,000 Windows PE files, the system achieves 95.35% accuracy with a 1.53~MB model footprint. Robustness experiments on 5,647 out-of-distribution MalwareBazaar samples, paired packed and unpacked executables, and three adversarial manipulation strategies confirm generalization beyond the training distribution and resistance to functionality-preserving evasion techniques. Overall, these results demonstrate that API sequence-based static analysis offers a practical, interpretable, and efficient foundation for malware triage in local deployment scenarios.",Bijied Brahimi; Vincent Cohadon; Gabriel Glazman; Rayan Al Mohaize; Omran Berjawi; Rida Khatoun,2026,2026-09-17,arXiv,,http://arxiv.org/abs/2609.19900v1,preprint,0,arXiv,Q1.A1,2609.19900,2026-09-22T06:40:20+00:00,1,2609.19900,,,,,
