record_key,title,abstract,authors,publication_year,publication_date,venue,doi,url,type,cited_by_count,source_database,query_id,original_record_id,retrieved_at,is_preprint,arxiv_id,formal_doi,screening_status,screening_label,screening_confidence,screening_reason
arxiv:2609.09386,LLMSec-AV: A Vulnerability Taxonomy and LLM-Driven Software Weakness Discovery Framework for Autonomous Vehicles,"Automated vehicles rely on millions of lines of safety-critical software, yet general-purpose analyzers do not understand which code can affect vehicle motion. This study asks whether large language models (LLMs) with explicit automated-vehicle (AV) security knowledge improve weakness detection beyond rule-based tools. We developed an AV vulnerability taxonomy with 18 weakness classes from vulnerability records, security advisories, and AV-security literature, and integrated it into LLM-based Security Analysis for Automated Vehicles (LLMSec-AV). Evaluated on Autoware, the framework decomposed 770 translation units into 4,673 functions and analyzed 161 functions under four prompting conditions involving taxonomy context, retrieval from 374 prior disclosures, and multi-step analysis. Findings were compared with 46 weakness locations mined from upstream fixes and a flag-volume-matched permutation baseline. CodeQL, Semgrep, cppcheck, and the Clang Static Analyzer evaluated the same code, with AV-specific rules added to CodeQL and Semgrep. Generated fuzzing harnesses were tested using AFL++ and sanitizers. LLM conditions recovered up to 76% of the 46 known weakness locations, outperforming conventional analyzers. CodeQL, Semgrep, and the Clang Static Analyzer matched none, while cppcheck matched one despite 1,301 alerts. Unaided prompting achieved similar detection performance, showing that the taxonomy did not drive recall. However, taxonomy context increased the share of findings assigned to a weakness class from near zero to over 80%, improving interpretability and triage. Six of the 18 classes could not be directly represented as static-analysis rules. LLMSec-AV introduces an AV-specific, machine-readable vulnerability taxonomy for weakness discovery and shows that LLMs can complement conventional analyzers by identifying and organizing safety-relevant findings in real AV software.",Md. Wasiul Haque; Sagar Dasgupta; Mizanur Rahman,2026,2026-09-08,arXiv (Cornell University),10.48550/arxiv.2609.09386,https://arxiv.org/abs/2609.09386,preprint,0,OpenAlex;arXiv,Q1.A1;Q3.v1;Q4.A1;Q4.v1,https://openalex.org/W7212125749,2026-09-17T09:07:34Z,1,2609.09386,,,,,
arxiv:2609.08040,VEX-Bench: Benchmarking LLM Agents for Assessing Exploitability of Software Supply Chain Vulnerabilities,"The software supply chain has become an increasingly exposed attack surface because of its reliance on intricate yet fragile dependencies. Existing defenses such as GitHub Dependabot often raise many false alerts because their coarse-grained matching cannot determine whether a vulnerable dependency is actually exploitable. Security analysts typically spend substantial time assessing vulnerability exploitability case by case. Recent LLM agents have emerged as promising candidates for this task given their advanced capabilities in coding and cybersecurity, yet no existing benchmark evaluates them on it. Prior benchmarks target zero-day settings, where agents detect and exploit previously unknown vulnerabilities. In contrast, software supply chain security focuses on how known vulnerabilities in upstream dependencies affect downstream projects. This requires agents to reason across repositories and determine whether an upstream vulnerability is exploitable in the downstream project. To address this gap, we introduce VEX-Bench, the first benchmark for evaluating LLM agents' ability to assess the exploitability of software supply chain vulnerabilities. It contains 75 real-world cases mined from GitHub and labeled by security experts, covering Python, Java, and Go. We evaluate nine models across three agent harnesses. While GPT-5.5 and Claude Opus 4.6 reach approximately 80% F1 on binary vulnerability-status classification, only GPT-5.5 surpasses 70% macro-F1 on fine-grained justification classification. This gap highlights the challenge of moving beyond binary exploitability assessment to identifying fine-grained exploitability reasons. Code and data: https://github.com/steven1518/vex-bench",Jiahao Shi; Edward Tsien; Yifeng Di; Hongjiao Zhang; Yuan Tang; Ronit Dey; Ilona Shishov; Gal Netanel; Zvi Grinberg; Vladimir Belousov; Bat-Zion Rotman; Ilan Pinto; Tianyi Zhang,2026,2026-09-07,arXiv (Cornell University),10.48550/arxiv.2609.08040,https://arxiv.org/abs/2609.08040,preprint,0,OpenAlex,Q3.v1,https://openalex.org/W7212009522,2026-09-17T09:07:34Z,1,2609.08040,,,,,
arxiv:2609.04820,Cost-Aware Hierarchical Multi-Agent Ransomware Detection and Family Attribution,"Ransomware detection and family attribution require analysis of different modalities because it can use packing, obfuscation, process manipulation and runtime evasion techniques. However, conventional multimodal usually uses all available modalities for every sample resulting in unnecessary computational cost and increased latency. In this paper, we present a Cost Aware Hierarchical Multi-Agent System (HMAS) for adaptive ransomware detection. The proposed architecture organizes specialized agents into hierarchical domain controllers coordinated by a Meta Orchestrator. Static analysis is used as the initial low-cost modality while additional dynamic and memory modality is selectively used when confidence is insufficient or specialist agents exhibit disagreement. A cost model incorporates modality use and processing overhead. It enables the orchestration policy to balance analysis performance against computational cost. A locally deployed large language model provides verification for selected difficult cases without replacing the deterministic pipeline. Experimental evaluation compares adaptive HMAS with static only, static plus dynamic and exhaustive analysis policies across binary ransomware detection and multiclass family attribution. The complete HMAS achieved 96.57% accuracy, 0.96 F1-score and 0.99 ROC-AUC for binary detection. It also achieved 0.90 macro-F1 for family attribution. At the same time, the HMAS reduced average analysis cost by 43.97% relative to exhaustive analysis and substantially reduced average analysis latency except for the case where LLM is used. Routing analysis showed that 56.05% of cases were resolved using static evidence alone. Only 4.33% required the complete evidence pipeline. These findings demonstrate that adaptive HMAS can provide accuracy cost tradeoff for ransomware analysis while retaining support for heterogeneous and incomplete modalities.",Mubashar Iqbal; Asifullah Khan,2026,2026-09-04,arXiv (Cornell University),10.48550/arxiv.2609.04820,https://arxiv.org/abs/2609.04820,preprint,0,OpenAlex;arXiv,Q3.A1;Q3.v1,https://openalex.org/W7211907780,2026-09-17T09:07:34Z,1,2609.04820,,,,,
doi:10.70267/aitia.2026370377,Mitigating Hallucinations in Natural Language Generation through Prompt Engineering: A Mechanism- Oriented Narrative Review,"Large language models (LLMs) can generate fluent and confident responses that are factually incorrect, unsupported by evidence, or inconsistent with the source material. These hallucinations reduce the reliability of LLM-based question answering, summariza tion, dialogue, and information retrieval systems, especially when users rely on generated content for consequential decisions. This narrative review examines prompt engineering as a practical inference-time approach for reducing hallucinations without mod ifying model parameters. Instead of listing individual prompting templates, the paper organizes existing methods according to five functional mechanisms: constraint and evidence grounding, decomposition and verification, multi-path consistency, iterative refinement and tool use, and retrieval-augmented prompting. For each mechanism, the review discusses the hallucination types it is most likely to address, the assumptions required for success, and the conditions under which it may fail. Particular attention is given to Chain-of-Verification (CoVE), which improves auditability by separating answer generation from targeted checking, but remains vulnerable when verification is performed by the same model without independent evidence. The review argues that prom pt engineering should be understood as process-level risk reduction rather than a complete solution. Its strongest use is within evidence-centered system designs that combine retrieval, claim-level verification, calibrated abstention, provenance display, and human review in high-risk contexts.",Jiani Lin,2026,2026-09-13,Exploring Science Academic Conference Series,10.70267/aitia.2026370377,https://doi.org/10.70267/aitia.2026370377,review,0,OpenAlex,Q3.v2,https://openalex.org/W7212458627,2026-09-17T09:08:08Z,0,,10.70267/aitia.2026370377,,,,
doi:10.32388/7hxkqe.2,In RAG We Trust? Measuring Robustness of Retrieval-Augmented Generation Under Document Poisoning,"Retrieval-augmented generation (RAG) grounds a language model in retrieved documents, which reduces hallucination but creates a new attack surface: if retrieved text is tampered with, the model may repeat the falsehood. We study how much a small quantized model, Llama 3.1 8B, degrades when a fraction of its retrieved context is poisoned. Three corruption strategies are tested, entity swap, number swap, and negation, each applied to zero, one, two, or three of the three retrieved passages, over a factorial sweep of 588 runs on a fact-checking task built from FEVER. Accuracy falls from 77.9% on clean context to 43.5% when all three passages are corrupted. Entity swap flips the largest share of answers that were correct on clean context. Number-based corruption stays flat while poisoned passages are a minority and jumps once they form a majority, a pattern we re-check with query-level bootstrap intervals. The model rarely invents new falsehoods; its dominant reaction is to abstain, and a lexical overlap proxy of unsupported generation falls under attack rather than rising. The study is a small-scale measurement with coarse automated labels; we treat the strategy contrasts as suggestive until decoding is controlled and stronger adjudication is in place.",Iliano Fasolino,2026,2026-09-10,Qeios,10.32388/7hxkqe.2,https://doi.org/10.32388/7hxkqe.2,preprint,0,OpenAlex;arXiv,Q3.A2;Q3.v2,https://openalex.org/W7167926735,2026-09-17T09:08:08Z,0,2609.09243,10.32388/7hxkqe.2,,,,
doi:10.3389/frai.2026.1962295,Editorial: Advanced integration of large language models for autonomous systems and critical decision support,"Advanced Integration of Large Language Models for Autonomous Systems and Critical Decision SupportLarge language models (LLMs) have shown transformative potential in autonomous systems and critical decision-making, yet standalone models remain limited in robustness, reliability, and safety assurance when deployed in high-stakes environments. This Research Topic began from the premise that such limitations are better addressed by structured integration of multiple specialized models than by scaling any single one (Guo et al., 2024). We invited work on multi-LLM integration for perception, navigation, and decision-making in robots, drones, and vehicles; on human-robot collaboration; on high-stakes decision support; on verification, uncertainty quantification, and safety assurance; and on real-time adaptation.Seven contributions were accepted, spanning agent generation, orchestration, perception, query translation, automated machine learning, intrusion detection, and governance.Deployment in these settings changes the central question. Performance can no longer be judged by fluency or task accuracy alone; it must also be assessed through grounding, reproducibility, latency, calibration, failure containment, human oversight, and auditability. Across domains, the contributions converge on a common conclusion: dependable autonomy is principally a systems-engineering problem.Reliability emerges not from trusting a single model, but from structuring how models are composed, constrained, checked, and connected to action.Perera et al. challenge the fixed-team assumption of many multi-agent systems. Their Initial Automatic and Dynamic Real-Time Agent Generation mechanisms create specialized agents from evolving conversational context. In the evaluated medical scenario, dynamic generation improved coverage, lexical diversity, and thematic relevance over a static AutoGen configuration, treating system composition itself as an adaptive variable. The same move from fixed programs toward prompt-defined behavior appears in LLM-driven swarm simulations (Jimenez-Romero et al., 2025).1 de Zarz à et al.Zhou and Chan address the complementary problem of reproducibility. Their orchestrator, ORCH, 27 decomposes a problem, gathers analyses from heterogeneous models, and merges them through a 28 deterministic protocol; an optional exponential moving average module adapts routing from historical 29 feedback. Gains are strongest on harder reasoning tasks, but entail substantial latency and cost. Taken 30 together, these studies show that adaptation and determinism are not opposites: agent membership and 31 routing may while interfaces, rules, and aggregation procedures remain explicit and 32 auditable, as in ensemble-and-arbiter designs where inter-model disagreement is measured and routed to 33 human review (Lipianina-Honcharenko et al., 2026). Calboreanu makes the architectural argument most explicit. LATTICE separates planning, execution, and 58 governance so that no component both decides an action and judges compliance; it applies policy-as-code 59 through gated execution, escalates uncertain cases to human operators, and preserves provenance through The next phase should connect these principles into end-to-end assurance cases. It requires interoperable 78 agent-tool contracts, benchmarks covering distribution shift and adversarial faults (Radanliev et al., 2026), 79 selective autonomy with tested fallback behavior, and human-centered studies of explanation and escalation.The central lesson is measured but consequential: LLMs become suitable for autonomous systems and 81 critical decision support not as self-sufficient decision makers, but when embedded within architectures that 82 make uncertainty visible, constrain action, preserve accountability, and retain meaningful human control 83 (Santoni de Sio and van den Hoven, 2018).We thank all contributing authors, reviewers, and the Frontiers editorial team for advancing this 85 interdisciplinary discussion.",I. de Zarzà; J. de Curtò; Carlos T. Calafate,2026,2026-09-07,Frontiers in Artificial Intelligence,10.3389/frai.2026.1962295,https://doi.org/10.3389/frai.2026.1962295,editorial,0,OpenAlex,Q3.v2,https://openalex.org/W7211910719,2026-09-17T09:08:08Z,0,,10.3389/frai.2026.1962295,,,,
arxiv:2609.07395,"Uncertainty Quantification for LLM Agents: A Taxonomy, an Evaluation Protocol, and an Empirical Study","Large language models (LLMs) are no longer deployed only for single-turn conversation but increasingly act as agents that plan, call tools, retrieve evidence, maintain memory, and interact over long horizons, often together with other agents through multi-turn conversations. Therefore, knowing when to trust the agentic system is a prerequisite for safe deployment. However, existing work on quantifying uncertainty for LLMs was built almost entirely for single-turn question answering. This paper argues that errors and uncertainty arise from multi-turn conversations, environments, and tools rather than from a single-turn question answering setting. It comes late, however, and is compounded in a single score that is too coarse to represent the unreliability. We organize the literature with a three-axis taxonomy, (1) what the uncertainty is, (2) how it is estimated, and (3) where uncertainty arises during an agent pipeline. We investigate step-level and trajectory-level calibration and show with a simple counterexample that the first does not imply the second. Experiments on real agent traces across four models and up to a 50-step budget show that the proposed metric and reporting protocol (Trajectory-Checkpoint Expected Calibration Error, TC-ECE) can be computed and that step errors are coupled along a trajectory. We find that confidence estimates from the agent's own responses do not consistently outperform a simple baseline. The experiments also show that averaging all trajectories together can hide overconfidence at later stages, which becomes visible when results are analyzed across different horizons. In simpler terms, this paper identifies where the uncertainty comes from in the agentic system pipeline, how to teach agents to know when they are wrong, and why one confidence number is not enough.",Moule Lin; Qizhen Lan; Shuhao Guan; Weipeng Jing; Jiexin Fan; David Gregg; Goetz Botterweck,2026,2026-09-07,arXiv (Cornell University),10.48550/arxiv.2609.07395,https://arxiv.org/abs/2609.07395,preprint,0,OpenAlex,Q3.v2,https://openalex.org/W7212081179,2026-09-17T09:08:08Z,1,2609.07395,,,,,
doi:10.1145/3846196,VulWeaver : Weaving Broken Semantics for Grounded Vulnerability Detection,"Detecting vulnerabilities in source code remains critical yet challenging, as conventional static analysis tools construct inaccurate program representations, while existing LLM-based approaches often miss essential vulnerability context and lack grounded reasoning. In this paper, we introduce VulWeaver, a novel LLM-based approach that weaves broken program semantics into accurate representations and extracts holistic vulnerability context for grounded vulnerability detection. VulWeaver first constructs an enhanced unified dependency graph (UDG) by integrating deterministic rules with LLMbased semantic inference to address static analysis inaccuracies. It then extracts holistic vulnerability context by combining explicit contexts from program slicing with implicit contexts, including usage, definition, and declaration information. Finally, VulWeaver employs meta-prompting with vulnerability type specific expert guidelines to steer LLMs through systematic reasoning, aggregated via majority voting for robustness. Extensive experiments on PrimeVul 4J dataset show that VulWeaver achieves a precision of 0.82, recall of 0.71, and F1-score of 0.76, outperforming state-of-the-art learning-based, LLM-based, and agent-based baselines by 25%, 17%, and 21% in F1-score, respectively. Notably, VulWeaver attains a VP-S score of 0.58, 164% higher than the best baseline, confirming its strong discriminative power in distinguishing vulnerable code from patched counterparts. VulWeaver also demonstrates cross-language generalizability on the C/C++ PrimeVul dataset with minimal adaptation, achieving an F1-score of 0.78. For practical usefulness, VulWeaver detected 26 true vulnerabilities across 9 real-world Java projects, with 15 confirmed by developers and 5 CVE identifiers assigned. In industrial deployment, VulWeaver identified 40 confirmed vulnerabilities in an internal repository.",Yuhua Cao; Yihao Chen; Xin Hu; Bihuan Chen; Jiayi Deng; Zhuotong Zhou; Susheng Wu; Yiheng Huang; Xueying Du; Xingman Chen; Miaohua Li; Xin Peng,2026,2026-09-15,ACM Transactions on Software Engineering and Methodology,10.1145/3846196,https://doi.org/10.1145/3846196,article,0,OpenAlex,Q3.v3,https://openalex.org/W7213306442,2026-09-17T09:08:12Z,0,,10.1145/3846196,,,,
doi:10.70267/aitia.2026300307,AI-Assisted Software Testing: Opportunities and Challenges,"Software testing has played an important role in checking software reliability, security, and quality. However, testing has remained one of the most costly and time-consuming parts of the software development life cycle, especially as modern systems have b ecome larger and more frequently updated. Traditional manual testing depends on human experience, while automated testing still requires testers to write and maintain many test scripts. This paper reviewed the opportunities and challenges of AI-assisted software testing based on selected academic studies, technical reports, and industry examples. The review found that AI techniques, such as machine learning, search-based optimization, fuzzing, and large language models, can support testing tasks such as test generation, defect prediction, code analysis, test prioritization, and debugging. These applications may reduce manual effort, improve test coverage, and help teams identify risky components earlier. At the same time, the review identified several challenges, including limited data quality, weak generalization across projects, low interpretability, false positives, integration difficulties, and risks related to LLM outputs. The paper argues that AI is unlikely to fully replace human testers in the near future. Instead, AI should be used as an assistant that supports human judgment in software quality assurance.",Mingyang Peng,2026,2026-09-13,Exploring Science Academic Conference Series,10.70267/aitia.2026300307,https://doi.org/10.70267/aitia.2026300307,conference-paper,0,OpenAlex,Q3.v3,https://openalex.org/W7212422475,2026-09-17T09:08:12Z,0,,10.70267/aitia.2026300307,,,,
doi:10.21203/rs.3.rs-10911223/v1,Authorization Assurance for Tool-Using LLM Agents: A Structured Review of Enforcement Semantics and Effect-Level Security Evidence,,Mohamed Abbas Elmasry,2026,2026-09-13,Research Square,10.21203/rs.3.rs-10911223/v1,https://doi.org/10.21203/rs.3.rs-10911223/v1,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7212428651,2026-09-17T09:08:12Z,0,,10.21203/rs.3.rs-10911223/v1,,,,
title:80fb97c4f9229bc8a59e6d26be5f1ee640dcd353,Exploring Automated Vulnerability Identification in JavaScript Code Using Large Language Models,"JavaScript powers approximately 98.8% of all websites, making vulnerabilities in its code a significant security risk, yet existing detection approaches such as Static Application Security Testing (SAST) tools often fail to identify many real-world vulnerabilities when applied to isolated code snippets. This paper presents an empirical study of Large Language Model (LLM)-based vulnerability identification for JavaScript programs, evaluating three LLM families (Gemini 1.5 Flash, GPT-4o Mini, DeepSeek-R1-Distill-Llama-8B) across multiple prompting strategies (zero-shot, chain-of-thought, few-shot) and fine-tuning approaches on a dataset of 1,125 JavaScript code snippets spanning five Common Weakness Enumeration (CWE) categories: Injection (CWE-74), OS Command Injection (CWE-78), Cross-Site Scripting (CWE-79), SQL Injection (CWE-89), and Uncontrolled Resource Consumption (CWE-400). Our experiments show that LLMs substantially outperform traditional SAST tools on snippet-level vulnerability identification, with a fine-tuned Gemini 1.5 Flash model achieving 60% detection accuracy compared to near-zero performance from rule-based analyzers. We find that fine-tuning improves accuracy from 29% to 60%, Chain-of-Thought prompting benefits reasoning-capable models such as GPT-4o Mini, few-shot prompting is effective for polymorphic vulnerabilities such as Cross-Site Scripting, and performance varies across vulnerability categories, reaching up to 84% accuracy for structured vulnerabilities such as SQL Injection. These results indicate that LLMs provide a practical approach for automated vulnerability identification in JavaScript code, particularly when combined with task-aligned supervision, though they should complement rather than replace existing security analysis workflows due to limited recall and uneven performance across vulnerability types.",Manit Kaushik; Ishir Bhardwaj; Pranav Gupta; Pankaj Jalote; Arun Balaji Buduru,2026,2026-09-12,arXiv (Cornell University),,https://arxiv.org/abs/2609.13816,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7213373141,2026-09-17T09:08:12Z,1,,,,,,
arxiv:2609.12457,Hieronym: Leveraging Hierarchical Multi-Source Information for Function Renaming in Stripped Binary,"Function renaming in stripped binaries can substantially assist reverse engineers by improving code readability, yet it is a challenging task. The difficulty stems from the need to accurately capture function semantics from low-level binary code across diverse instruction sets, architectures, and compiler optimizations, and to express these semantics in concise, human-readable names. Existing approaches either inadequately capture comprehensive function semantics or exhibit limited generalization to previously unseen binaries. In this paper, we present Hieronym, a generative large language model (LLM)-based framework for stripped binary function renaming. Hieronym adopts a hierarchical summarization-driven domain adaptation strategy and integrates multi-source information, including global binary context, local calling context, and intrinsic function semantics, to enhance the LLM's understanding of binary code. To enable systematic evaluation, we further propose a dual-layer evaluation framework that incorporates both token-level and whole-name-level metrics. We evaluate Hieronym on binary functions compiled with four compiler optimization levels (O0-O3) for four architectures (x64, x86, ARM, and MIPS). Experimental results demonstrate that Hieronym significantly outperforms state-of-the-art methods, achieving token-level improvements of 50.12% in precision, 41.75% in recall, and 45.10% in F1-score, as well as a 79.94% improvement in name-level accuracy, while also exhibiting strong generalization capability. Moreover, experiments on real-world malware samples further validate the practical effectiveness of Hieronym in security-critical scenarios.",Xiaoling Zhang; Jian Sun; Dawei Wang; Chongyu Wang; Li Chen; Zhaoteng Yan; Peipei Liu; Lixiao Zhang; Dan Li,2026,2026-09-11,arXiv (Cornell University),10.48550/arxiv.2609.12457,https://arxiv.org/abs/2609.12457,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7212798606,2026-09-17T09:08:12Z,1,2609.12457,,,,,
doi:10.55640/ijaair-v03i09-04,AI-Augmented Network-Forensics: Leveraging LLMs for Real-Time Threat Detection and Automated Response in Enterprise Environments,"In modern enterprise networks, complicated rule-based signatures, fragmented alerts, encrypted traffic, and analyst workloads are delaying the ability to recognize and contain incidents, as the need grows for faster correlation of heterogeneous telemetry. This study evaluates an LLM-augmented network-forensics architecture for threat detection, evidence interpretation, and controlled automated response, while retaining deterministic security controls. The 30-day controlled digital-twin experiment in the medium-sized hybrid enterprise resulted in about 18.6 million security events. The events were correlated into 1,200 incident windows: 480 malicious and 720 benign. Precision, F1-score, Recall, FPR, ROC-AUC, investigation latency, and response accuracy were used to compare the proposed hybrid system with XGBoost, SIEM Rules, and a transformer-based anomaly detection architecture. In the controlled digital-twin evaluation, the LLM-augmented hybrid system achieved an F1 score of 94.2%, a false-positive rate of 3.1%, a mean detection time of 2.6 minutes, a mean response time of 13.4 minutes, and a response-recommendation accuracy of 92.1%. Through retrieval-augmented generation, either with or without schema validation, the amount of unsupported claims decreased from 14.6% to 3.8%. Results showed that LLM performance as contextual reasoning, explanation, and orchestration components in guarded workflows was most effective. For high-impact actions impacting critical assets, privileged identities, or production systems, human approval was required. Multi-enterprise validation, adversarial testing, and privacy-preserving model adaptation should be addressed in the future.",Mohammed Imran Choudhary,2026,2026-09-10,International Journal of Advanced Artificial Intelligence Research,10.55640/ijaair-v03i09-04,https://doi.org/10.55640/ijaair-v03i09-04,article,0,OpenAlex,Q3.v3,https://openalex.org/W7212164196,2026-09-17T09:08:12Z,0,,10.55640/ijaair-v03i09-04,,,,
arxiv:2609.11008,DeFiFusion: Combining Transaction Events with Smart Contracts to Detect Price Manipulation Attacks,"Decentralized Finance (DeFi) has emerged as a rapidly growing blockchain-based financial service, where market transaction dynamics and underlying smart contract logic are intricately intertwined. This autonomous interplay, while eliminating centralized intermediaries, significantly expands the vulnerability surface of DeFi protocols to Price Manipulation Attacks (PMAs), which have already inflicted catastrophic financial losses. Despite their gravity, existing detection paradigms suffer from fundamental limitations. Transaction-centric methods lack awareness of contract execution semantics, making them prone to false positives under legitimate market volatility, while static contract analyses ignore real transaction behaviors and frequently report vulnerabilities that are infeasible to exploit in practice. We present DeFiFusion, a dual-modal PMA detection framework that closes this gap by jointly modeling transaction events and smart contract semantics within a unified pipeline. Our core insight is that PMA maliciousness emerges only from the interaction between transaction behaviors and the contract logic they exploit; neither signal suffices in isolation. Accordingly, we derive price-manipulation-aware event encoding for extracting fine-grained temporal and economic features tailored to manipulation patterns. We further introduce LLM-based contract semantic extraction to supply the execution-logic context that prior behavioral methods lack. To fuse these modalities, we propose a Dual-Modal Projection-Fusion Transformer with T5-style relative positional encoding, capturing the cyclic multi-stage execution structures that distinguish PMAs from benign market activity. Extensive experiments demonstrate that DeFiFusion consistently achieves state-of-the-art detection performance, effectively recalling 222 of the 225 PMA cases while maintaining a precision of 96.10%.",Rui Cao; Shaojing Fan; Liming Fang; Yuchan Liu; Yingying Jiao; Zhenguang Liu,2026,2026-09-10,arXiv (Cornell University),10.48550/arxiv.2609.11008,https://arxiv.org/abs/2609.11008,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7212231015,2026-09-17T09:08:12Z,1,2609.11008,,,,,
arxiv:2609.11852,BlueSTAR: Tiered Agentic Architecture for Autonomous Cyber Defense,"Cyber attacks are increasingly automated, narrowing the time available for human analysts to detect, reason about, and respond to intrusions. Large language models (LLMs) offer a promising foundation for autonomous cyber defense because they can correlate heterogeneous evidence and reason about previously unseen threats. However, directly applying LLMs to operational security telemetry is impractical: raw logs arrive faster than current models can process them, individual events are often ambiguous, and unconstrained LLM actions can introduce significant operational risk. We present BlueSTAR, a tiered agentic architecture for autonomous cyber defense in enterprise IT/OT networks. BlueSTAR first transforms high-volume security telemetry into compact indicators of compromise. We further introduce a resilience metric that jointly captures attacker reach, impact on mission-critical assets, and disruption caused by defensive actions. We evaluate BlueSTAR on two live enterprise IT/OT cyber ranges using seven attack chains based on real-world intrusion techniques. Across attack chains, BlueSTAR retains the fast containment of deterministic response for known threats while successfully defending against attacks requiring contextual and cross-cycle reasoning, including credential theft, repeated compromise, concurrent attackers, and attacks against physical processes.",Simona Boboila; Xavier Cadet; Edward Koh; Daniel Balasubramanian; Dirk Van Bruggen; Peter Chin; Alina Oprea,2026,2026-09-10,arXiv (Cornell University),10.48550/arxiv.2609.11852,https://arxiv.org/abs/2609.11852,preprint,0,OpenAlex,Q3.v3,https://openalex.org/W7212311174,2026-09-17T09:08:12Z,1,2609.11852,,,,,
doi:10.5281/zenodo.22288348,Trusting the Filename: A Systematization and Detection Study of File-Write Attacks from Untrusted Archive and Download Metadata,"Applications routinely treat the names, paths, and extensions inside archive manifests and download metadata as values they chose themselves. They did not. A tar entry pathname, a download's Content-Disposition filename, a subtitle URI's extension: every one is an attacker-controlled string, and every one is later consumed verbatim as a filesystem decision. I systematize this class over eleven real CVEs across eight open-source projects and the CPython standard library, in Python and JavaScript, and sort them into three failure modes: (A) an inconsistently applied guard, omitted at a semantically equivalent sink; (B) a missing resource invariant, no budget on count, size, depth, or iteration; and (C) an absent guard, the canonical Zip-Slip shape. Standard taint static analysis has a systematic blind spot on this class: its dedicated queries model the archive or download library as a trusted taint source and flag only downstream consumers, so they under-detect the bug precisely when it lives inside the library itself. On my corpus, CodeQL's default tarslip/zipslip queries catch 0 of 11 and Semgrep's public registry catches 1 of 11. My remedy is a three-technique detection pack: taint re-sourced to the metadata field where the library parses it, plus structural guard-absence and budget-absence rules for the cases taint cannot discriminate. As a five-rule Semgrep pack the detector catches 8 of 11 CVEs at the real vulnerable sink with clean regression discrimination, at controlled-corpus precision 0.27, or 7 of 11 at 0.50 once one deliberately noisy rule is dropped, against 0.03 for the registry baseline on the same 45-package set. Three residual misses remain and both baselines share them, so the re-sourced detector is never worse. A replication artifact (the Semgrep rule pack, the labeled 11-CVE corpus with commit SHAs, the negative-corpus list, the predetermined catch criterion, the ext4 inode-exhaustion reproduction, and the raw detector logs) accompanies the paper.",Pavan Nallamothu,2026,2026-09-03,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.22288348,https://doi.org/10.5281/zenodo.22288348,preprint,0,OpenAlex,Q4.v2,https://openalex.org/W7207653643,2026-09-17T09:08:50Z,0,,10.5281/zenodo.22288348,,,,
doi:10.5281/zenodo.22288349,Trusting the Filename: A Systematization and Detection Study of File-Write Attacks from Untrusted Archive and Download Metadata,"Applications routinely treat the names, paths, and extensions inside archive manifests and download metadata as values they chose themselves. They did not. A tar entry pathname, a download's Content-Disposition filename, a subtitle URI's extension: every one is an attacker-controlled string, and every one is later consumed verbatim as a filesystem decision. I systematize this class over eleven real CVEs across eight open-source projects and the CPython standard library, in Python and JavaScript, and sort them into three failure modes: (A) an inconsistently applied guard, omitted at a semantically equivalent sink; (B) a missing resource invariant, no budget on count, size, depth, or iteration; and (C) an absent guard, the canonical Zip-Slip shape. Standard taint static analysis has a systematic blind spot on this class: its dedicated queries model the archive or download library as a trusted taint source and flag only downstream consumers, so they under-detect the bug precisely when it lives inside the library itself. On my corpus, CodeQL's default tarslip/zipslip queries catch 0 of 11 and Semgrep's public registry catches 1 of 11. My remedy is a three-technique detection pack: taint re-sourced to the metadata field where the library parses it, plus structural guard-absence and budget-absence rules for the cases taint cannot discriminate. As a five-rule Semgrep pack the detector catches 8 of 11 CVEs at the real vulnerable sink with clean regression discrimination, at controlled-corpus precision 0.27, or 7 of 11 at 0.50 once one deliberately noisy rule is dropped, against 0.03 for the registry baseline on the same 45-package set. Three residual misses remain and both baselines share them, so the re-sourced detector is never worse. A replication artifact (the Semgrep rule pack, the labeled 11-CVE corpus with commit SHAs, the negative-corpus list, the predetermined catch criterion, the ext4 inode-exhaustion reproduction, and the raw detector logs) accompanies the paper.",Pavan Nallamothu,2026,2026-09-03,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.22288349,https://doi.org/10.5281/zenodo.22288349,preprint,0,OpenAlex,Q4.v2,https://openalex.org/W7207841935,2026-09-17T09:08:50Z,0,,10.5281/zenodo.22288349,,,,
